Commit_Hash,Date_Time,Author,Change_Description,Files_Modified
3682249,2026-06-04 19:33:18,Dilip,Dilip: Hamburger icon with arrow and snip and extract default first page loading on manual selection,"frontend/src/components/Layout.tsx, frontend/src/components/spares/SnipExtractModal.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
70d9e2f,2026-06-04 19:00:04,Dilip,Dilip: Manual preview in a seperate tab,"frontend/src/App.tsx, frontend/src/components/manuals/ManualPagePreview.tsx, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/ManualStandalonePreview.tsx, frontend/src/pages/SparesReview.tsx"
2b02374,2026-06-03 17:08:45,Dilip,Dilip: Modification to the visibility of headers on manual preview pages.,"frontend/src/components/manuals/ManualPagePreview.tsx, frontend/src/pages/ComponentReview.tsx"
8c63fc4,2026-06-03 16:54:20,Dilip,Dilip: fixing the toolbar of manual preview page,frontend/src/components/manuals/ManualPagePreview.tsx
0d2f7e4,2026-06-02 17:38:42,Dilip,Dilip: modal view of the manual preview in components page fix changes,frontend/src/pages/ComponentReview.tsx
a7455ff,2026-06-02 17:25:32,Dilip,Dilip: Manual preview as seperate modal,frontend/src/components/manuals/ManualPagePreview.tsx
cb8f142,2026-06-02 14:18:59,Dilip,"Dilip: Side menu toggle feature, Layout horizontal split resize option in component page","frontend/src/components/Layout.tsx, frontend/src/components/layout/ResizableRowSplitView.tsx, frontend/src/pages/ComponentReview.tsx"
f3cbd97,2026-06-02 13:47:22,Dilip,"Dilip: Next previous zoom buttons in spares page, layout changes in component page","frontend/src/components/spares/SnipExtractModal.tsx, frontend/src/pages/ComponentReview.tsx"
4ab3db8,2026-06-02 13:17:30,Dilip,Dilip: Previous next and zoom for manuals preview,frontend/src/components/manuals/ManualPagePreview.tsx
b70b594,2026-05-25 11:54:52,Dinesh Babu,Fix login timeout and remove feedback dashboard,"backend/app/api/v1/auth.py, backend/app/schemas/auth.py, backend/app/services/token_store.py, frontend/src/App.tsx, frontend/src/api/client.ts, frontend/src/components/Layout.tsx, frontend/src/hooks/useAuth.ts, frontend/src/types/index.ts"
8474213,2026-05-19 14:36:54,Dilip,Dilip: Health check failure fix,"backend/Dockerfile, backend/scripts/railway_start.sh, railway.toml"
1b03145,2026-05-19 14:05:52,Dilip,Dilip: docker file and railway fix,"backend/Dockerfile, docker-compose.yml, railway.toml"
c7b55e3,2026-05-19 14:00:05,Dilip,Dilip: Include seeding in docker file.,"backend/Dockerfile, backend/scripts/seed_standard_jobs.py"
9b905f2,2026-05-19 07:37:46,railway-app[bot],fix: use TOML literal string for backend startCommand in railway.toml (#4),railway.toml
e7e10da,2026-05-19 05:48:10,railway-app[bot],fix: restore cd backend in railway.toml startCommand (#2),railway.toml
2d1d5ba,2026-05-19 05:36:42,railway-app[bot],fix: replace shell built-in cd with /bin/sh -c in railway.toml startCommand (#1),railway.toml
9438c1d,2026-05-15 14:52:00,Dilip,Dilip: Swagger inclusion and fix for serving backend,"backend/alembic/versions/0020_add_kr_irs_class_society.py, backend/alembic/versions/0021_convert_standard_job_class_society_to_varchar.py, backend/alembic/versions/0022_add_manual_extraction_method.py, backend/alembic/versions/0023_spare_extraction_method_to_varchar.py, backend/app/main.py, frontend/package-lock.json, requirements.txt"
71c51ec,2026-05-14 12:47:43,Dinesh Babu,fix: auto-discover SharePoint tenant ID from hostname,"backend/app/api/v1/ingestion.py, backend/app/services/sharepoint.py"
8b71f5e,2026-05-14 12:33:36,Dinesh Babu,fix: show real SharePoint error message and extend list-files timeout,frontend/src/pages/Ingestion.tsx
4c8e563,2026-05-14 12:25:22,Dinesh Babu,fix: improve SharePoint drive resolution and error visibility,backend/app/services/sharepoint.py
fe8fa30,2026-05-14 12:18:48,Dinesh Babu,fix: add missing feedback_learning service and complete feedback-learning feature,"backend/app/api/v1/feedback.py, backend/app/api/v1/ingestion.py, backend/app/api/v1/manuals.py, backend/app/services/classifier.py, backend/app/services/extractor.py, backend/app/services/feedback_learning.py, backend/app/tasks/__init__.py, backend/app/tasks/learning.py"
27157a4,2026-05-14 11:47:37,Dinesh Babu,Per-entity QC exports on review pages; fix SharePoint drive resolution,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, backend/app/api/v1/spares.py, backend/app/services/sharepoint.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Export.tsx, frontend/src/pages/Ingestion.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
906b955,2026-05-14 11:10:36,Dinesh Babu,Move logout under user profile,frontend/src/components/Layout.tsx
332ac9a,2026-05-14 11:07:30,Dinesh Babu,Remove rank library shortcut,frontend/src/pages/StandardJobsLibrary.tsx
d6b2675,2026-05-14 10:58:41,Dinesh Babu,Add dashboard card navigation,frontend/src/pages/Dashboard.tsx
56d0d06,2026-05-13 14:59:49,Dinesh Babu,Fix review page exports by entity,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, backend/app/api/v1/spares.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
f8fdcd5,2026-05-13 10:50:13,Dinesh Babu,Add bulk-delete for spares/jobs/components and fix re-extraction overwrite,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, backend/app/api/v1/spares.py, backend/app/services/extractor.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
b43402a,2026-05-13 10:34:23,Dinesh Babu,feat: add QC Export button to Spares Review and Jobs Review pages,"frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
61428b7,2026-05-12 18:59:10,Dinesh Babu,"feat: QC Review Export/Import — Components, Jobs, Spares with PDF refs","backend/app/api/v1/spares.py, frontend/src/pages/Export.tsx"
41f7f0b,2026-05-12 18:51:51,Dinesh Babu,fix: spares segregated under wrong PDF due to missing soft-delete cascade,"backend/app/api/v1/ingestion.py, backend/app/api/v1/spares.py"
e029788,2026-05-12 18:32:19,Dinesh Babu,fix: stop duplicate extraction from assembly diagram callouts,backend/app/services/extractor.py
63279ae,2026-05-12 17:49:39,Dinesh Babu,"fix: preserve drawing_position ranges (e.g. 1~58, 155~156) during extraction and sort","backend/app/api/v1/spares.py, backend/app/services/extractor.py"
22077a9,2026-05-12 17:26:50,Dinesh Babu,"feat: add part_name, part_number, drawing_number, POS to batch edit panel",frontend/src/pages/SparesReview.tsx
7ea5d71,2026-05-12 17:10:32,Dinesh Babu,fix: drawing number hallucination + page-order sort for QC review,"backend/app/api/v1/spares.py, backend/app/services/extractor.py, frontend/src/pages/SparesReview.tsx"
828df9a,2026-05-12 16:53:30,Dinesh Babu,fix: parse JSON from prose-wrapped Claude responses (core cause of 0-record extractions),backend/app/services/extractor.py
2be9c94,2026-05-12 16:43:38,Dinesh Babu,fix: strip extraction for dense Japanese tables (0-record fallback + better prompt),backend/app/services/extractor.py
86e0c4d,2026-05-12 16:37:04,Dinesh Babu,fix: stop false-positive truncation retries when Claude returns 0 rows,backend/app/services/extractor.py
068dfa9,2026-05-12 16:34:04,Dinesh Babu,fix: remove all remaining settings.GROQ_API_KEY references causing startup crash,"backend/app/main.py, backend/app/services/classifier.py, backend/app/services/extractor.py"
4a99dfd,2026-05-12 16:28:16,Dinesh Babu,chore: remove Groq provider (API key deleted),"backend/app/core/config.py, backend/app/services/extractor.py"
ad1c363,2026-05-12 16:26:37,Dinesh Babu,fix: dramatically improve spare extraction recall (32→226 rows),"backend/app/core/config.py, backend/app/services/extractor.py, backend/requirements.txt"
50bf3af,2026-05-12 15:44:08,Dinesh Babu,fix: move global declaration to top of extract_entities to fix SyntaxError,backend/app/services/extractor.py
a660fde,2026-05-12 15:33:55,Dinesh Babu,Fix re-extraction overwrite: true replace for all entity types,backend/app/services/extractor.py
b597a07,2026-05-12 15:16:19,Dinesh Babu,Add circuit breaker for Claude billing errors in extraction,backend/app/services/extractor.py
20b9751,2026-05-12 15:05:36,Dinesh Babu,Make Anthropic/Claude primary provider for all extraction (text + vision),"backend/app/api/v1/spares.py, backend/app/services/extractor.py"
8b4b853,2026-05-12 14:14:19,Dinesh Babu,Fix spares pagination: include total_pages in API response,backend/app/api/v1/spares.py
19fd74b,2026-05-12 14:02:37,Dinesh Babu,Fix double-enhancement in 4-strip spare extraction,backend/app/services/extractor.py
757b3cd,2026-05-08 17:35:29,Dinesh Babu,Add migration 0023: convert extraction_method to VARCHAR (permanent fix),backend/alembic/versions/0023_spare_extraction_method_to_varchar.py
5e3bfda,2026-05-08 17:23:14,Dinesh Babu,"Overhaul spare extraction accuracy: enhancement, 4-strip split, row counting","backend/app/api/v1/spares.py, backend/app/services/extractor.py"
e8c2a22,2026-05-08 16:49:21,Dinesh Babu,Make snip extracted records editable inline before saving,frontend/src/components/spares/SnipExtractModal.tsx
16deaa1,2026-05-08 16:44:56,Dinesh Babu,Add migration 0022: add 'manual' to extraction_method PostgreSQL enum,backend/alembic/versions/0022_add_manual_extraction_method.py
169e01a,2026-05-08 16:33:09,Dinesh Babu,Add 'manual' extraction method for snip-tool spares + filter,"backend/app/api/v1/spares.py, backend/app/models/spare.py, frontend/src/pages/SparesReview.tsx"
4c8cc1a,2026-05-08 16:21:33,Dinesh Babu,Fix snip tool: single vision call + pointer capture for unrestricted selection,"backend/app/api/v1/spares.py, frontend/src/components/spares/SnipExtractModal.tsx"
11d00f9,2026-05-08 16:14:09,Dinesh Babu,Fix SnipExtractModal: canvas-based rotation + scrollable image container,frontend/src/components/spares/SnipExtractModal.tsx
fca1496,2026-05-08 16:09:49,Dinesh Babu,Increase snip-extract request timeout to 120s (was 15s global default),frontend/src/components/spares/SnipExtractModal.tsx
be537a2,2026-05-08 16:07:45,Dinesh Babu,Add rotate left/right buttons to SnipExtractModal image viewer,frontend/src/components/spares/SnipExtractModal.tsx
ef4bc78,2026-05-08 16:05:27,Dinesh Babu,Fix SparesReview build error: wrap return in Fragment for SnipExtractModal,frontend/src/pages/SparesReview.tsx
8de407a,2026-05-08 16:02:12,Dinesh Babu,Add manual snip & extract tool for spares,"backend/app/api/v1/spares.py, frontend/src/components/spares/SnipExtractModal.tsx, frontend/src/pages/SparesReview.tsx"
41696c5,2026-05-08 15:51:29,Dinesh Babu,Fix multi-column spare parts extraction for dense Japanese tables,backend/app/services/extractor.py
21b326b,2026-05-08 15:42:21,Dinesh Babu,Increase vision/OCR token limits and render resolution for dense table extraction,backend/app/services/extractor.py
b808837,2026-05-07 11:28:43,Dinesh Babu,Add source file filter to jobs and components review pages,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx"
92b7dcb,2026-05-07 11:12:59,Dinesh Babu,Add source file filter to spares review page,"backend/app/api/v1/spares.py, frontend/src/pages/SparesReview.tsx"
6a28433,2026-05-07 11:05:42,Dinesh Babu,Fix extraction truncation and classifier priority for low-credit state,"backend/app/services/classifier.py, backend/app/services/extractor.py"
54b9f56,2026-05-07 10:54:59,Dinesh Babu,Fix Gemini 429 rate-limit stalls during manual classification,backend/app/services/classifier.py
6b29e14,2026-05-07 10:31:07,Dinesh Babu,Fix over-aggressive PDF validation rejecting legitimate manuals,backend/app/services/upload_security.py
ec1bd86,2026-04-18 10:58:28,Dinesh Babu,Fix Railway healthcheck host rejection,"backend/app/core/config.py, backend/app/main.py"
4013696,2026-04-18 10:34:41,Dinesh Babu,"Harden auth, uploads, and vessel access security","backend/app/api/v1/auth.py, backend/app/api/v1/components.py, backend/app/api/v1/export.py, backend/app/api/v1/ingestion.py, backend/app/api/v1/jobs.py, backend/app/api/v1/library.py, backend/app/api/v1/maker_models.py, backend/app/api/v1/manuals.py, backend/app/api/v1/standard_jobs.py, backend/app/core/config.py, backend/app/core/security.py, backend/app/deps.py, backend/app/main.py, backend/app/middleware/security.py, backend/app/schemas/auth.py, backend/app/services/access_control.py, backend/app/services/token_store.py, backend/app/services/upload_security.py, frontend/src/hooks/useAuth.ts, frontend/src/hooks/useVesselSocket.ts, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Export.tsx, frontend/src/pages/ExportSchemaSetup.tsx, frontend/src/pages/Ingestion.tsx, frontend/src/pages/StandardJobsLibrary.tsx, frontend/src/store/authStore.ts"
59a6ec4,2026-04-17 18:16:30,Dinesh Babu,Add CMS code review filter to standard jobs comparison,frontend/src/pages/StandardJobs.tsx
b206d7c,2026-04-17 17:56:22,Dinesh Babu,Add CMS code entry to standard jobs comparison,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/StandardJobs.tsx"
e8d4af4,2026-04-17 17:25:39,Dinesh Babu,Keep backend startup healthy and self-heal class enum,"Procfile, backend/app/api/v1/standard_jobs.py, backend/nixpacks.toml, nixpacks.toml, railway.toml"
7f00574,2026-04-17 17:15:24,Dinesh Babu,Make class society migration startup-safe,"backend/alembic/versions/0020_add_kr_irs_class_society.py, backend/alembic/versions/0021_convert_standard_job_class_society_to_varchar.py"
7e50b33,2026-04-17 17:05:07,Dinesh Babu,Fix class society migration chain,backend/alembic/versions/0020_add_kr_irs_class_society.py
39c7803,2026-04-17 16:50:30,Dinesh Babu,Convert standard job class society to varchar,"backend/alembic/versions/0020_add_kr_irs_class_society.py, backend/alembic/versions/0021_convert_standard_job_class_society_to_varchar.py"
2fecbab,2026-04-17 16:48:25,Dinesh Babu,Run migrations automatically on backend startup,"Procfile, backend/nixpacks.toml, frontend/src/pages/StandardJobsLibrary.tsx, nixpacks.toml, railway.toml"
ef4f7b9,2026-04-17 14:28:03,Dinesh Babu,Add KR and IRS class society migration,backend/alembic/versions/0020_add_kr_irs_class_society.py
38d974a,2026-04-17 14:13:25,Dinesh Babu,Support class survey workbook import for standard jobs,"backend/app/api/v1/standard_jobs.py, backend/app/models/standard_jobs.py, frontend/src/pages/StandardJobs.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
7adc254,2026-04-17 12:13:31,Dinesh Babu,Fix frontend proxy host headers for Railway backend,frontend/nginx.conf.template
537e7d9,2026-04-17 12:05:55,Dinesh Babu,Restore working frontend backend upstream default,frontend/Dockerfile
6a8827b,2026-04-17 11:57:08,Dinesh Babu,Make frontend backend proxy configurable,"frontend/Dockerfile, frontend/nginx.conf.template"
6beb429,2026-04-17 11:50:35,Dinesh Babu,Show Redis connection target in admin health,"backend/app/core/health.py, frontend/src/pages/Admin.tsx"
8e0f53f,2026-04-17 11:47:26,Dinesh Babu,Support Railway Redis host-style env vars,backend/app/core/config.py
6f35d36,2026-04-17 11:41:35,Dinesh Babu,Resolve Railway Redis URL aliases,"backend/app/core/config.py, backend/app/main.py"
a3522b0,2026-04-13 15:29:38,Dinesh Babu,Throttle library maintenance on hot API paths,"backend/app/api/v1/job_ranks.py, backend/app/api/v1/library.py, backend/app/api/v1/maker_models.py, backend/app/services/vessel_library.py"
f7df0da,2026-04-13 15:15:42,Dinesh Babu,Fix backend startup crash in components router,"backend/app/api/v1/components.py, backend/app/main.py"
0abd758,2026-04-13 15:02:45,Dinesh Babu,Make Railway startup non-blocking and use liveness healthcheck,"backend/app/main.py, nixpacks.toml, railway.toml"
72b7c4d,2026-04-13 14:55:22,Dinesh Babu,Improve extraction throughput and hot-path API performance,"backend/app/api/v1/components.py, backend/app/api/v1/extraction.py, backend/app/api/v1/ingestion.py, backend/app/api/v1/jobs.py, backend/app/api/v1/library.py, backend/app/api/v1/maker_models.py, backend/app/core/config.py, backend/app/core/database.py"
8e7265b,2026-04-13 14:19:02,Dinesh Babu,Fix manual matches vessel selector and persistence,"backend/app/api/v1/library.py, backend/app/services/manual_match_reuse.py, frontend/src/pages/Library.tsx"
9e70ae1,2026-04-10 18:03:10,Dinesh Babu,Fix partial manual reuse and component mapping flow,"backend/app/services/extractor.py, frontend/src/pages/ComponentReview.tsx"
3107e8b,2026-04-10 17:49:33,Dinesh Babu,Improve green success text contrast,frontend/src/index.css
d0545bf,2026-04-10 17:45:42,Dinesh Babu,Reuse matched manuals and linked library records,"backend/app/api/v1/library.py, backend/app/services/component_matcher.py, backend/app/services/deduplication.py, backend/app/services/extractor.py, backend/app/services/manual_match_reuse.py, backend/app/services/review_workflow.py, frontend/src/pages/Library.tsx"
b80eb29,2026-04-10 17:28:44,Dinesh Babu,Fix global library JSONB reconciliation writes,"backend/app/api/v1/library.py, backend/app/services/review_workflow.py"
28028df,2026-04-10 17:18:12,Dinesh Babu,Add mapped extracted filter to component review,"backend/app/api/v1/components.py, frontend/src/pages/ComponentReview.tsx"
b1e97e0,2026-04-10 17:11:00,Dinesh Babu,Fix component global library backfill for manual-linked records,"backend/app/api/v1/library.py, backend/app/services/review_workflow.py"
bb913fe,2026-04-10 17:04:56,Dinesh Babu,Improve amber warning contrast across pink theme,"frontend/src/index.css, frontend/src/pages/ManualReview.tsx"
55b8089,2026-04-10 16:47:44,Dinesh Babu,Fix manual library reconciliation and spare model sync,"backend/app/api/v1/library.py, backend/app/api/v1/maker_models.py, backend/app/api/v1/spares.py, backend/app/services/review_workflow.py, frontend/src/pages/Library.tsx, frontend/src/pages/SparesReview.tsx"
86678e7,2026-04-10 16:11:42,Dinesh Babu,Fix global library reconciliation for accepted records,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, backend/app/api/v1/library.py, backend/app/api/v1/spares.py, backend/app/services/review_workflow.py"
84d913e,2026-04-10 12:44:27,Dinesh Babu,Fix library backfill and maker model query,"backend/app/api/v1/maker_models.py, backend/app/services/review_workflow.py"
5e93cdd,2026-04-10 12:34:14,Dinesh Babu,Auto-sync missing library entries from accepted records,"backend/app/api/v1/job_ranks.py, backend/app/api/v1/library.py, backend/app/api/v1/maker_models.py, backend/app/services/job_ranks.py, backend/app/services/review_workflow.py, frontend/src/pages/JobRanksLibrary.tsx, frontend/src/pages/Library.tsx"
78e639c,2026-04-10 12:14:19,Dinesh Babu,Improve active selector contrast across library views,"frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Library.tsx"
34fef31,2026-04-10 12:08:29,Dinesh Babu,Fix sidebar active tab text contrast,"frontend/src/components/Layout.tsx, frontend/src/index.css"
9d20e8a,2026-04-10 11:56:31,Dinesh Babu,Backfill global library from accepted QC records,"backend/app/api/v1/library.py, backend/app/services/review_workflow.py, frontend/src/pages/Library.tsx"
bf3662b,2026-04-10 11:45:56,Dinesh Babu,Strengthen library tab active contrast,frontend/src/pages/Library.tsx
137c52d,2026-04-10 11:43:52,Dinesh Babu,Restore ranks tab in library page,frontend/src/pages/Library.tsx
2c4645c,2026-04-10 11:41:07,Dinesh Babu,Improve library tab text contrast,frontend/src/pages/Library.tsx
bc32e1f,2026-04-10 11:36:29,Dinesh Babu,Apply zephyr rose theme palette,frontend/src/index.css
6477123,2026-04-10 11:24:17,Dinesh Babu,Soften app theme palette,frontend/src/index.css
b5a7adf,2026-04-10 11:10:59,Dinesh Babu,Improve standard jobs comparison review visibility,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/StandardJobs.tsx"
dc019ac,2026-04-10 10:37:12,Dinesh Babu,Deduplicate ensured job ranks before flush,backend/app/services/job_ranks.py
75497a6,2026-04-10 10:31:10,Dinesh Babu,Protect extracted jobs during reruns,"backend/app/api/v1/jobs.py, backend/app/services/extractor.py"
d18385e,2026-04-09 18:19:49,Dinesh Babu,Clarify empty state for filtered jobs review,frontend/src/pages/JobsReview.tsx
06a5252,2026-04-09 17:46:09,Dinesh Babu,Auto-fill ranks for manual extracted jobs,"backend/app/api/v1/jobs.py, backend/app/services/extractor.py, backend/app/services/job_ranks.py"
4b6bf17,2026-04-09 17:31:23,Dinesh Babu,Keep job library endpoints read-only,"backend/app/api/v1/job_ranks.py, backend/app/api/v1/jobs.py, backend/app/api/v1/standard_jobs.py, backend/app/services/job_ranks.py"
bdc42fb,2026-04-09 15:38:16,Dinesh Babu,Backfill rank library from audit seed,"backend/app/api/v1/job_ranks.py, backend/app/api/v1/jobs.py, backend/app/api/v1/standard_jobs.py, backend/app/data/audit_rank_seed.json, backend/app/services/job_ranks.py"
907558d,2026-04-09 15:06:06,Dinesh Babu,Integrate rank library into global library,"backend/app/api/v1/job_ranks.py, backend/app/services/job_ranks.py, frontend/src/App.tsx, frontend/src/components/Layout.tsx, frontend/src/pages/GlobalLibrary.tsx, frontend/src/pages/JobRanksLibrary.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
0830031,2026-04-09 14:52:40,Dinesh Babu,Fix library source tagging and broaden rank backfill,"backend/app/api/v1/jobs.py, backend/app/api/v1/standard_jobs.py"
e05c2f8,2026-04-09 14:24:19,Dinesh Babu,Backfill standard job ranks and stabilize source filter,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobs.tsx"
d071dd4,2026-04-09 13:23:20,Dinesh Babu,Fix rank library integration across jobs screens,"backend/app/api/v1/standard_jobs.py, frontend/src/App.tsx, frontend/src/components/Layout.tsx, frontend/src/pages/JobRanksLibrary.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobsLibrary.tsx, frontend/src/types/index.ts"
8ddca10,2026-04-09 12:35:46,Dinesh Babu,Fix job rank auth dependency import,backend/app/api/v1/job_ranks.py
fe7bf5f,2026-04-09 12:29:35,Dinesh Babu,Shorten alembic revision id for 0019 migration,backend/alembic/versions/0019_add_job_ranks_and_standard_job_ranks.py
a3fe76d,2026-04-09 12:02:36,Dinesh Babu,Normalize alembic revision header for 0019 migration,backend/alembic/versions/0019_add_job_ranks_and_standard_job_ranks.py
4de1834,2026-04-09 11:55:55,Dinesh Babu,Fix alembic down_revision for job ranks migration,backend/alembic/versions/0019_add_job_ranks_and_standard_job_ranks.py
c55e81d,2026-04-09 11:51:07,Dinesh Babu,Fix JSX pagination labels for build,"frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobs.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
75e2c37,2026-04-09 11:45:31,Dinesh Babu,Add job rank library and fix standard job review filtering,"backend/alembic/versions/0019_add_job_ranks_and_standard_job_ranks.py, backend/app/api/v1/job_ranks.py, backend/app/api/v1/jobs.py, backend/app/api/v1/router.py, backend/app/api/v1/standard_jobs.py, backend/app/models/__init__.py, backend/app/models/job_rank.py, backend/app/models/standard_jobs.py, backend/app/services/job_ranks.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobs.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
aae977f,2026-04-08 14:12:54,Dinesh Babu,Fix standard job comparison matching,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/StandardJobs.tsx"
8279b9a,2026-04-08 11:23:36,Dinesh Babu,Improve standard job review handoff,"backend/app/api/v1/jobs.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobs.tsx"
ea1dd83,2026-04-08 11:09:20,Dinesh Babu,Improve standard jobs review handoff,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobs.tsx"
243b854,2026-04-08 10:51:44,Dinesh Babu,Add job source filtering for review,"backend/app/api/v1/jobs.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobs.tsx"
57dbd87,2026-04-08 10:33:49,Dinesh Babu,Use standard titles for matched job inserts,backend/app/api/v1/standard_jobs.py
a3b714b,2026-04-08 10:24:56,Dinesh Babu,Fix critical job undo and spare text cleanup,"backend/app/api/v1/spares.py, backend/app/api/v1/standard_jobs.py"
fc44fbf,2026-04-07 19:00:27,Dinesh Babu,Fix 0017: convert enum columns to VARCHAR instead of ALTER TYPE ADD VALUE,"backend/alembic/versions/0017_normalize_frequency_types.py, backend/alembic/versions/0018_remap_frequency_values.py"
05fbe05,2026-04-07 18:50:04,Dinesh Babu,Fix 0017: use COMMIT/BEGIN pattern for ALTER TYPE ADD VALUE,backend/alembic/versions/0017_normalize_frequency_types.py
1773993,2026-04-07 18:40:43,Dinesh Babu,Fix: split frequency migration to avoid PostgreSQL enum transaction error,"backend/alembic/versions/0017_normalize_frequency_types.py, backend/alembic/versions/0018_remap_frequency_values.py"
6a6dcd0,2026-04-07 18:28:22,Dinesh Babu,Normalize frequencies to 5 types and add spare name translation,"backend/alembic/versions/0017_normalize_frequency_types.py, backend/app/api/v1/admin.py, backend/app/api/v1/standard_jobs.py, backend/app/models/job.py, backend/app/services/exporter.py, backend/app/services/extractor.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobsLibrary.tsx, frontend/src/types/index.ts"
fea38c9,2026-04-07 18:04:11,Dinesh Babu,Enforce English-only output for spare parts extraction,backend/app/services/extractor.py
e92be37,2026-04-07 17:25:16,Dinesh Babu,Add undo critical jobs action,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/JobsReview.tsx"
26d7eb0,2026-04-07 16:40:05,Dinesh Babu,Add procedure columns to standard job comparison,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/StandardJobs.tsx"
d886be4,2026-04-07 16:23:24,Dinesh Babu,Standardize library search sort pagination,"backend/app/api/v1/library.py, backend/app/api/v1/maker_models.py, frontend/src/pages/GlobalLibrary.tsx, frontend/src/pages/Library.tsx"
4738198,2026-04-07 16:06:32,Dinesh Babu,Fix standard jobs listing and add shared review controls,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, backend/app/api/v1/spares.py, backend/app/api/v1/standard_jobs.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx, frontend/src/pages/StandardJobs.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
937cd7d,2026-04-07 11:50:57,Dinesh Babu,Fix standard jobs library listing and job name cleanup,"backend/app/api/v1/standard_jobs.py, backend/app/services/job_naming.py, frontend/src/pages/StandardJobsLibrary.tsx"
cab83ef,2026-04-07 11:19:50,Dinesh Babu,Use backend pagination in standard job library,frontend/src/pages/StandardJobsLibrary.tsx
1db5efa,2026-04-07 11:14:01,Dinesh Babu,Fix standard job library tab visibility,frontend/src/pages/StandardJobsLibrary.tsx
590b115,2026-04-07 11:07:42,Dinesh Babu,Harden standard job import and tighten job name cleanup,"backend/app/api/v1/standard_jobs.py, backend/app/services/job_naming.py, frontend/src/pages/StandardJobsLibrary.tsx"
6e7a7ed,2026-04-07 10:45:31,Dinesh Babu,Tighten job actions and improve standard job imports,"backend/app/api/v1/spares.py, backend/app/api/v1/standard_jobs.py, backend/app/services/exporter.py, backend/app/services/extractor.py, backend/app/services/job_naming.py, frontend/src/pages/StandardJobsLibrary.tsx"
5400506,2026-04-07 10:03:43,Dinesh Babu,Refine job name cleanup and standard job import feedback,"backend/app/services/job_naming.py, frontend/src/pages/StandardJobsLibrary.tsx"
2650a31,2026-04-06 19:03:50,Dinesh Babu,Fix repeated job name normalization,backend/app/services/job_naming.py
eb5b80e,2026-04-06 18:49:17,Dinesh Babu,Fix standard jobs comparison and library review flow,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/StandardJobs.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
c0ce71b,2026-04-06 18:27:21,Dinesh Babu,Fix frontend jobs review type-check,frontend/src/pages/JobsReview.tsx
b34d7ac,2026-04-06 18:13:06,Dinesh Babu,Fix standard jobs import and library apply flow,"backend/app/api/v1/standard_jobs.py, backend/app/models/standard_jobs.py, frontend/src/pages/StandardJobs.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
